X,Y,Z
0.015256465959111835,-0.00748537597701875,0.047860985881972073
-0.008237237231077377,0.011027766923562065,0.04604959992568104
-0.009943398414076222,-0.007325968648497571,0.02541392496499003
0.009098522474843725,0.0010405516906728633,0.02940079436093349
-0.020882629946660777,-0.013865654125840291,0.03257022571410015
-0.01095966971261862,-0.0008629734309920905,0.060454317846759614
0.0023909522615681855,-0.004950623538232784,0.00011413432375410594
0.009383524754883368,-0.011522599206129224,0.019091013825093924
-0.01172817462431432,-0.005300683463036056,0.017405096082644678
-0.0229845212774137,-0.0017022807778608977,0.011583322266130123
-0.010041450159515892,-0.004980128731483218,0.0535963758421336
-0.00831577333235414,-0.007408418722338472,0.05653709157626421
-0.0055300298414162515,0.010502329434308375,0.04934511054437398
-0.018137150443915936,-0.010796309289269569,0.011382805549915158
0.016689195488904858,0.0070013814185883,0.010950354942667355
-0.015522312477238266,-0.010024085523867196,0.057801423765272086
0.00798701251272907,0.003633410357658441,0.06284362876267212
0.01318222849807276,-0.004093469115201746,0.05088378117362721
-0.013472292488556071,-0.0004886099666125861,0.057373761996997265
0.010613230305254871,0.0018728928822326907,0.020267081066751673
0.009315488564534381,0.013929096227921309,0.023782995844736577
-0.005414971219900699,0.007446850728070539,0.06756988713627562
0.012901878159588445,-0.002155658394235104,0.03067048175186277
-0.02268732078242529,0.014609232909623023,0.032545370344219615
-0.009385473592659411,0.006965833448741687,0.04271408732326613
-0.024006399757648473,0.003594797492099514,0.030950205687297897
-0.01257908962559417,0.007780542076057349,0.006220572487133961
-0.00998297444596087,0.014271816439103902,0.06802188126580523
-0.010126758159677441,0.012086063475108075,0.0688468142731192
0.02473873716022658,0.005609526909588679,0.047476953560278104
-0.015058200354888125,-0.0004806330841264899,0.005769062366205781
0.013072560767627667,-0.012631578533114562,0.05406130712082485
0.007713343531459763,0.004036423436930413,0.06802120121885967
-0.008888055514778375,0.01092464487012183,0.06892044218557282
0.005216539239645213,0.002727223754704522,0.05653999651374479
-0.02156794316466252,0.008484545145076922,0.053828843933175836
0.004777626003102019,-0.011410494578584176,0.0647383251966073
-0.004016415927356354,-0.014100105670674073,0.06191766525223339
0.019561231972480296,0.01384345845749952,0.04067739630900774
0.016782309554367096,0.014783411202419782,0.029162238129372603
0.0072289571174673425,-0.0002939417065491272,0.06455780232650991
-0.007193238908777062,-0.006394073851077705,0.015005018952891037
-0.0067448246784725,-0.009817610889898404,0.00447282089844914
-0.0003799636709666751,0.010679948939474083,0.014341150801749768
0.018179581809300044,-0.006386780941626155,0.010213046806248616
-0.022224634195880312,-0.008748251650781962,0.005626705040494854
0.008250557882824236,0.013618327731890006,0.03896181352052274
-0.020060867109789566,-0.011811121130547034,0.02760164886802349
-0.016757552311337624,-0.006531814729680993,0.01896345298334113
0.006248663065439929,-0.0025145409938067288,0.01315961077133152
0.011627486264307249,-0.011896255931342976,0.06529564850127614
0.0030294719315559597,-0.0013994140240490543,0.04601739542290796
-0.0023531872295599054,-0.006268352010542674,0.01777373384113839
-0.003902010989240017,-0.008486692515339431,0.03666420165421625
0.007254416348829958,0.008558661027546936,0.01862808741483254
0.009999618364588271,0.00023435658193999252,0.040925299676226004
-0.019736777391052892,-0.005020202381545142,0.02999785430321095
0.020914093142181955,0.014420364300127206,0.015125307414219295
-0.018612269076906704,0.010103316747286505,0.0661837964158452
-0.02015572662764775,0.010145849573684525,0.04884901867407566
-0.020397275202080564,-0.0048162332862597395,0.061104315302110766
-0.01396100611964264,-0.01174434993955765,0.0279652353696529
-0.016728166045051653,-0.00016719785267593767,0.018242121760616507
-0.001516643045981314,-0.010409170309762152,0.027641271681162895
-0.007361974565294856,0.007239651610217366,0.06490627381713769
-0.013849382877959587,0.009104277592543432,0.001522750032966469
0.014040131281068353,-0.00818057170672321,0.02448679638835759
-0.02385814793704412,-0.008922992961229108,0.038624651752548554
-0.007163940515731906,-0.012514927284965187,0.05877631739524716
-0.020073873211685724,-0.013479500063589687,0.052534925994669204
-0.012248764944975898,0.005426931372030139,0.006586948094626049
-0.01015050995766268,-0.011978141053022338,0.012719697288260848
-0.024160507999064263,-0.004752284773187121,0.032556650446177664
-0.0017066768459253479,-0.00018700473676717434,0.03734827014164557
0.019606199944268793,0.009914776898075468,0.007809462183378327
0.015085229064520742,-0.013007042175601388,0.015737348049992262
-0.01858794932257157,0.0058901844728344935,0.050433947691650216
0.00806531252997015,0.012568577490659469,0.06878181892937796
0.00497500539477258,-0.012506091516494806,0.033688889195949735
-0.021920064782216045,0.002054719775081891,0.017084623028073405
0.0181868360361761,-0.0045376997293538526,0.010965739292494335
0.01368672030162301,-0.005441269289538199,0.05708672336853678
-0.015827551860196437,0.007951019110127237,0.06866014181621995
-0.02448351801361376,0.005122271634587606,0.015116128265274866
-0.018615871484878185,0.006651828759383027,0.039096356203166704
0.004128146110793929,-0.0012246493095096605,0.013106994346412262
0.008504054487188474,-0.010375618343435597,0.06592116163187849
0.0021704969094827227,0.008378651559453446,0.016543455817707334
-0.0053602744912578,0.009723520797676143,0.046306052170709204
0.00617870176141384,-0.010201263607308709,0.002360066802934179
0.0025705014320836113,0.0017689664587713545,0.013660762473771208
-0.016073215487871988,0.013981647815297482,0.008028377904067673
-0.008842668308303499,-0.01164738875227717,0.00608820386938674
0.020205300225601616,-0.009102468575026983,0.043754610880820756
-0.0246027333912611,-0.0013356933915064685,0.041676809592047476
-0.0007331533605711357,-0.006084069551418754,0.0040950509603999525
0.0023013004135551685,0.013742025601072773,0.030943971219797143
0.0052790821163082036,-0.0009414925272146889,0.056635028384639616
-0.002149499902232871,-0.002114009182590389,0.02154599035985938
-0.0010402783122697885,-0.013688373270106571,0.05555626621780227
